Razao_Social;UF;REGISTRO_ANS;CNPJ;Modalidade;Trimestre;Ano;Total_Despesas;Media_Trimestral
UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO;SP;335100;45100138000109;Cooperativa Médica;1;2025;1972787229.47;20987098.185851064
UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;SC;360449;77858611000108;Cooperativa Médica;1;2025;1966845158.95;13379899.04047619
UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;SC;355691;76590884000143;Cooperativa Médica;2;2025;1950819709.3;13361778.830821918
ALICE OPERADORA LTDA.;SP;421928;34266553000102;Medicina de Grupo;3;2025;1939273792.45;43094973.16555556
POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS;DF;419133;18275071000162;Autogestão;2;2025;1934476839.95;35172306.18090909
PLANO HOSPITAL SAMARITANO LTDA;SP;411256;3011072000122;Medicina de Grupo;3;2025;1903434648.09;19422802.53153061
SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.;SP;416428;2866602000151;Medicina de Grupo;1;2025;1898718889.44;27517665.064347826
UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA;MG;319121;25250820000162;Cooperativa Médica;2;2025;1894056041.68;14797312.825625
INSTITUTO CURITIBA DE SAÚDE;PR;419010;3518900000113;Autogestão;3;2025;1864036307.86;4087798.920745614
UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;MT;353663;73967085000155;Cooperativa Médica;3;2025;1851628607.06;23738828.295641024
UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;SP;303267;56727134000163;Cooperativa Médica;3;2025;1844435523.24;17400335.12490566
UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;SP;331872;60214517000105;Cooperativa Médica;2;2025;1836666600.7;15698005.134188036
ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO;SP;314218;60975174000100;Filantropia;2;2025;1823173748.15;30901249.968644068
CENTRO CLÍNICO GAÚCHO LTDA;CE;392804;773639000100;Medicina de Grupo;3;2025;1819587638.76;14674093.860967742
UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;RS;356417;88258884000120;Cooperativa Médica;3;2025;1811964050.94;19483484.418709677
UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO;RJ;364584;35917970000130;Cooperativa Médica;3;2025;1799957863.72;21428069.806190476
UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;RN;335592;8380701000105;Cooperativa Médica;1;2025;1778021072.3500001;22225263.404375
UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS;SP;315729;44803922000102;Cooperativa Médica;2;2025;1760804244.78;11978260.168571427
CEMIG SAÚDE;MG;417505;12055813000168;Autogestão;2;2025;1751078331.6100001;38066920.25239131
UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;PE;340952;24449225000198;Cooperativa Médica;3;2025;1732427687.1200001;25107647.639420293
UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO;SC;321273;82602327000106;Cooperativa Médica;2;2025;1731150036.57;21639375.457125
UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO;ES;320706;32440968000125;Cooperativa Médica;3;2025;1703205539.66;17558819.996494845
UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.;RS;306398;87300448000109;Cooperativa Médica;2;2025;1699705416.68;16187670.63504762
ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;RJ;422631;39427632000171;Autogestão;1;2025;1684771687.48;80227223.21333334
UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;RJ;343731;28630531000187;Cooperativa Médica;1;2025;1678424284.94;18444222.91142857
UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.;MG;354066;17774738000109;Cooperativa Médica;3;2025;1675956445.43;17101596.381938778
UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;RJ;335479;29135795000127;Cooperativa Médica;3;2025;1672336385.97;19445771.929883722
HUMANA SAÚDE LTDA.;PR;348180;95642179000197;Medicina de Grupo;3;2025;1653194015.0;16368257.574257426
UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO;SP;369292;48628366000136;Cooperativa Médica;3;2025;1653175373.21;15595994.086886793
LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;RJ;422339;36503186000149;Medicina de Grupo;3;2025;1626708366.96;21689444.8928
UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO;SP;369659;44456036000150;Cooperativa Médica;2;2025;1621947307.0;9163544.107344633
UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA;SC;303356;85377174000120;Cooperativa Médica;2;2025;1607316590.6100001;16742881.152187502
UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO;SE;337668;13360276000122;Cooperativa Médica;2;2025;1594477085.7;15944770.857
UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;306886;17689407000170;Cooperativa Médica;2;2025;1579011549.26;11610379.03867647
UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;PE;323268;40853020000120;Cooperativa Médica;3;2025;1576920692.18;18999044.484096386
UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;SP;336106;66872888000160;Cooperativa Médica;3;2025;1574313487.09;10289630.634575162
UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;PR;343269;75222224000147;Cooperativa Médica;1;2025;1570246459.82;15861075.35171717
UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO;PR;370070;81170003000175;Cooperativa Médica;2;2025;1570064483.7;14952995.082857143
UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;RJ;344397;28714533000154;Cooperativa Médica;3;2025;1562735519.62;26487042.705423728
UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;PI;353353;7241136000132;Cooperativa Médica;2;2025;1558656981.78;20242298.464675326
SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;DF;361011;3657699000155;Autogestão;2;2025;1552178964.9099998;31043579.298199996
NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;CE;348520;62550256000120;Medicina de Grupo;1;2025;1551053350.49;11321557.302846715
UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;PR;349712;77781706000162;Cooperativa Médica;3;2025;1542499741.39;8075914.876387435
UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;AL;327689;12442737000143;Cooperativa Médica;1;2025;1523642763.19;14792648.18631068
SAMEL PLANO DE SAÚDE LTDA;AM;367095;84537141000138;Medicina de Grupo;3;2025;1502341289.87;51804872.064482756
CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;SP;352331;62231527000184;Autogestão;1;2025;1499661654.25;23432213.34765625
ITAUSEG SAÚDE S.A.;SP;884;4463083000106;Seguradora Especializada em Saúde;3;2025;1490270784.89;51388647.75482759
UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO;SP;364312;45272366000158;Cooperativa Médica;3;2025;1485438446.96;26525686.552857142
SOBAM CENTRO MÉDICO HOSPITALAR S.A.;SP;326500;50739135000141;Medicina de Grupo;3;2025;1477128137.21;21722472.606029414
UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES;SP;354783;45309606000141;Cooperativa Médica;3;2025;1466664407.48;10476174.339142857
HUMANA SAÚDE NORDESTE LTDA. ;PI;357511;361325000108;Medicina de Grupo;1;2025;1466074444.86;15114169.534639174
UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO;SP;311847;49210966000142;Cooperativa Médica;3;2025;1460631317.12;13779540.727547169
FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PR;355151;75054940000162;Autogestão;3;2025;1451916162.25;23046288.28968254
PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;RJ;331988;39419809000198;Autogestão;2;2025;1451750859.3;23799194.414754096
QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;DF;418170;9433795000104;Medicina de Grupo;3;2025;1440894027.85;26683222.73796296
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;RJ;331317;34269803000168;Autogestão;3;2025;1440513447.14;18954124.304473687
MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.;SP;333689;57746455000178;Medicina de Grupo;3;2025;1437079490.98;39918874.74944445
DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.;RS;349682;1387625000110;Medicina de Grupo;3;2025;1432887217.72;24286224.029152542
METRUS INSTITUTO DE SEGURIDADE SOCIAL;SP;380661;44857357000166;Autogestão;3;2025;1430379959.43;23839665.9905
UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;PB;321044;8680639000177;Cooperativa Médica;1;2025;1420517819.31;27317650.371346153
FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;PE;317233;42160192000143;Autogestão;3;2025;1416786119.03;38291516.73054054
UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;RO;337374;5657234000120;Cooperativa Médica;3;2025;1409178610.79;17185105.009634145
UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;RS;325571;87827689000100;Cooperativa Médica;1;2025;1402458409.57;13107087.939906541
UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO;SP;348295;45399961000159;Cooperativa Médica;1;2025;1396632982.46;25863573.74925926
UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO;MS;312851;3315918000118;Cooperativa Médica;1;2025;1395559940.95;15506221.566111112
UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA;SC;329339;82996703000186;Cooperativa Médica;3;2025;1389473996.35;9388337.813175675
COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.;RS;367087;87158507000156;Cooperativa Médica;3;2025;1374711289.89;11455927.41575
UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO;SP;354031;45359213000142;Cooperativa Médica;2;2025;1369065104.29;17552116.721666668
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL;CE;385697;5814777000103;Autogestão;2;2025;1357165760.94;21889770.337741937
ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;SP;317632;62635990000191;Autogestão;3;2025;1352443071.46;39777737.39588235
CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL;MS;413534;4311093000126;Autogestão;1;2025;1341051795.35;37251438.75972222
H.B. SAÚDE S/A.;SP;350249;2668512000156;Medicina de Grupo;3;2025;1331441393.92;30260031.680000003
UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;PB;367397;8707473000135;Cooperativa Médica;3;2025;1328269081.96;28875414.825217392
ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;SP;417530;11939445000158;Medicina de Grupo;3;2025;1323110304.85;34818692.23289473
UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.;MG;386588;42892281000184;Cooperativa Médica;3;2025;1321261339.97;16724827.088227848
COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE;MG;337188;21490586000190;Cooperativa Médica;3;2025;1314271534.59;13142715.3459
CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;RJ;324477;30036685000197;Autogestão;3;2025;1312648940.47;32816223.51175
UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO;SP;315796;44863959000126;Cooperativa Médica;2;2025;1300143336.42;11505693.242654867
UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.;CE;321958;10395358000114;Cooperativa Médica;3;2025;1296027841.82;22737330.558245614
ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS;SP;419249;18321477000134;Medicina de Grupo;2;2025;1294477449.79;29419942.040681817
UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;RJ;302953;35830868000101;Cooperativa Médica;2;2025;1289025850.43;13020463.135656565
PLANO HOSPITAL SAMARITANO LTDA;SP;411256;3011072000122;Medicina de Grupo;2;2025;1272833343.16;12988095.338367349
BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.;SP;366561;2849393000138;Medicina de Grupo;3;2025;1271204403.86;23984988.75207547
ASSOCIAÇÃO SANTA SAÚDE;SP;418021;13001218000102;Medicina de Grupo;3;2025;1269112201.1299999;21151870.01883333
CENTRO CLÍNICO GAÚCHO LTDA;CE;392804;773639000100;Medicina de Grupo;2;2025;1265253573.6;9168504.156521738
UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO;PR;371254;76767219000182;Cooperativa Médica;1;2025;1252169449.92;5152960.69925926
UNIMED DE SANTOS COOP DE TRAB MEDICO;SP;355721;58229691000180;Cooperativa Médica;1;2025;1245522527.2;13250239.65106383
UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA;MG;384577;17790718000121;Cooperativa Médica;1;2025;1238544868.96;13462444.227826087
INSTITUTO CURITIBA DE SAÚDE;PR;419010;3518900000113;Autogestão;2;2025;1236246718.16;2711067.3643859653
UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;MT;353663;73967085000155;Cooperativa Médica;2;2025;1221815656.39;15867735.797272729
UNIMED SALTO/ITU - COOPERATIVA MÉDICA;SP;346276;58837188000107;Cooperativa Médica;3;2025;1220046021.81;11193082.768899081
KLINI PLANOS DE SAÚDE LTDA;RJ;422029;34539000000186;Medicina de Grupo;3;2025;1216963296.13;34770379.88942858
AMPLA PLANOS DE SAUDE LTDA;RJ;422720;41077489000187;Medicina de Grupo;3;2025;1205789304.23;3014473.260575
UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO;SP;303267;56727134000163;Cooperativa Médica;2;2025;1201229566.71;12012295.667100001
UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO;RJ;364584;35917970000130;Cooperativa Médica;2;2025;1200021767.16;14285973.41857143
HUMANA SAÚDE LTDA.;PR;348180;95642179000197;Medicina de Grupo;2;2025;1186535205.53;11632698.093431372
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL;RS;307319;2315431000172;Autogestão;3;2025;1185699581.11;20443096.22603448
ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS;SP;344800;62511019000150;Medicina de Grupo;3;2025;1185146258.81;2627818.7556762747
UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO;SP;351202;45232246000127;Cooperativa Médica;1;2025;1184936330.72;16232004.530410958
UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE;SC;354295;85283299000191;Cooperativa Médica;3;2025;1180156207.02;15326703.987272726
UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;RS;356417;88258884000120;Cooperativa Médica;2;2025;1177496691.3899999;12661254.74612903
POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS;DF;419133;18275071000162;Autogestão;1;2025;1173813756.34;22147429.36490566
ALICE OPERADORA LTDA.;SP;421928;34266553000102;Medicina de Grupo;2;2025;1173583491.53;27942464.08404762
UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;RS;319708;87497368000195;Cooperativa Médica;3;2025;1171965421.88;11958830.835510205
SANTA HELENA ASSISTÊNCIA MÉDICA S/A.;SP;355097;43293604000186;Medicina de Grupo;1;2025;1168906223.1200001;15796030.042162163
SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;ES;342033;2403281000159;Medicina de Grupo;1;2025;1161069094.29;12351798.87542553
UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;PE;340952;24449225000198;Cooperativa Médica;2;2025;1158791403.05;17041050.044852942
UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;RJ;335479;29135795000127;Cooperativa Médica;2;2025;1155841000.81;13440011.637325581
SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;SP;420077;60961422000155;Autogestão;3;2025;1152295682.97;52377076.498636365
UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO;ES;320706;32440968000125;Cooperativa Médica;2;2025;1144571833.98;11799709.628659794
UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;MG;353060;38499547000156;Cooperativa Médica;3;2025;1131466750.65;12713109.557865169
PLANO DE SAÚDE ANA COSTA LTDA.;SP;360244;2864364000145;Medicina de Grupo;3;2025;1128848942.26;15254715.435945947
UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;RJ;352683;40294225000112;Cooperativa Médica;3;2025;1126901416.59;13103504.844069766
PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.;BA;326861;15214919000155;Medicina de Grupo;3;2025;1125344140.1;37511471.336666666
UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.;MG;354066;17774738000109;Cooperativa Médica;2;2025;1121786391.23;12327322.980549451
UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO;SP;369292;48628366000136;Cooperativa Médica;2;2025;1108638392.5;10458852.759433962
UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;RJ;344397;28714533000154;Cooperativa Médica;2;2025;1102314333.1;18683293.781355932
CIRCULO OPERARIO CAXIENSE;RS;310247;88645403000139;Medicina de Grupo;3;2025;1096389743.83;16867534.520461537
METRUS INSTITUTO DE SEGURIDADE SOCIAL;SP;380661;44857357000166;Autogestão;2;2025;1095765862.46;19223962.499298245
UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA;MT;359777;24676884000167;Cooperativa Médica;3;2025;1095664124.16;8980853.476721313
UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;MA;352543;7057185000110;Cooperativa Médica;3;2025;1087163026.85;12354125.305113636
FUNDAÇÃO SÃO FRANCISCO XAVIER;MG;339954;19878404000100;Filantropia;1;2025;1081906568.29;13695019.851772152
CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;RJ;324361;42182170000184;Medicina de Grupo;3;2025;1078720856.13;17122553.271904763
UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO;SC;334561;82624776000147;Cooperativa Médica;1;2025;1077257549.56;9052584.450084032
ODONTOPREV S/A;SP;301949;58119199000151;Odontologia de Grupo;1;2025;1072916385.08;27510676.540512823
CENTRO TRASMONTANO DE SAO PAULO;SP;303623;62638374000194;Medicina de Grupo;1;2025;1061042843.6700001;32152813.444545455
UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;SP;333051;74466137000172;Cooperativa Médica;3;2025;1060083038.78;12471565.162117647
ITAUSEG SAÚDE S.A.;SP;884;4463083000106;Seguradora Especializada em Saúde;2;2025;1059994350.24;46086710.88
UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;SP;336106;66872888000160;Cooperativa Médica;2;2025;1056604286.11;7139218.149391892
UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;PR;312720;78339439000130;Cooperativa Médica;1;2025;1055027723.41;3936670.609738806
UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;SP;348082;54012406000113;Cooperativa Médica;3;2025;1052083910.61;13488255.26423077
UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;PE;323268;40853020000120;Cooperativa Médica;2;2025;1044950722.68;13061884.033499999
UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;SC;355691;76590884000143;Cooperativa Médica;1;2025;1039727625.41;7701686.114148148
AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;SP;327417;59847780000152;Medicina de Grupo;3;2025;1036780903.39;16722272.63532258
UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;PR;349712;77781706000162;Cooperativa Médica;2;2025;1034639185.5400001;5416959.086596859
UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA;MG;319121;25250820000162;Cooperativa Médica;1;2025;1024373902.2;8261079.856451613
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;CE;340782;76882612000117;Medicina de Grupo;1;2025;1020407874.85;9906872.571359223
UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;GO;320251;37275625000176;Cooperativa Médica;3;2025;1014934623.41;10913275.520537633
LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;RJ;422339;36503186000149;Medicina de Grupo;2;2025;1014381909.42;14701187.093043478
SAMEL PLANO DE SAÚDE LTDA;AM;367095;84537141000138;Medicina de Grupo;2;2025;1010642437.74;34849739.23241379
UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA;BA;350371;16415598000110;Cooperativa Médica;3;2025;1009538819.16;13283405.515263157
SOBAM CENTRO MÉDICO HOSPITALAR S.A.;SP;326500;50739135000141;Medicina de Grupo;2;2025;1005377054.0600001;15467339.29323077
MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.;SP;333689;57746455000178;Medicina de Grupo;2;2025;1000290571.76;27785849.215555556
FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PR;355151;75054940000162;Autogestão;2;2025;991847564.94;15743612.141904762
BIOVIDA SAÚDE LTDA.;SP;415111;4299138000194;Medicina de Grupo;3;2025;988890807.8199999;2192662.5450554322
QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;DF;418170;9433795000104;Medicina de Grupo;2;2025;988509053.96;18305723.221481483
UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;SP;345598;65422339000121;Cooperativa Médica;3;2025;988121588.1899999;10858478.991098901
UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA;AM;311961;4612990000170;Cooperativa Médica;3;2025;988087562.04;20585157.5425
UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO;SP;364312;45272366000158;Cooperativa Médica;2;2025;985857079.98;18256612.59222222
UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO;SP;301574;50480953000172;Cooperativa Médica;3;2025;985474475.6700001;12017981.410609758
ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI;RS;342556;87547444000120;Filantropia;3;2025;984734654.0699999;18235826.927222222
UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO;MT;314099;2597394000132;Cooperativa Médica;3;2025;982008537.7;10674005.844565218
UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO;RO;347507;697509000135;Cooperativa Médica;3;2025;981664472.8199999;11029937.896853931
2CARE OPERADORA DE SAÚDE LTDA.;SP;421421;27452545000195;Medicina de Grupo;3;2025;973821219.0500001;19476424.381
NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.;PR;372609;2862447000103;Medicina de Grupo;3;2025;971673376.02;14502587.701791044
UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO;SP;311847;49210966000142;Cooperativa Médica;2;2025;969040181.05;9317694.048557691
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;RJ;331317;34269803000168;Autogestão;2;2025;968810861.36;13455706.407777779
FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;SC;315044;82956996000178;Autogestão;3;2025;967572858.01;17278086.75017857
UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES;SP;354783;45309606000141;Cooperativa Médica;2;2025;966777737.8;6955235.523741007
UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;SP;331872;60214517000105;Cooperativa Médica;1;2025;965255066.72;8321164.368275862
